,loss,val_loss,epoch
0,3976.680419921875,9231.0185546875,0
1,3976.678955078125,9231.0185546875,1
2,3976.677734375,9231.0185546875,2
3,3976.67626953125,9231.0185546875,3
4,3976.67529296875,9231.0185546875,4
5,3976.673828125,9231.0185546875,5
6,3976.67236328125,9231.0185546875,6
7,3976.6708984375,9231.01953125,7
8,3976.66943359375,9231.01953125,8
9,3976.66845703125,9231.01953125,9
10,3976.666748046875,9231.01953125,10
11,3976.66552734375,9231.0185546875,11
12,3976.663818359375,9231.0185546875,12
13,3976.662353515625,9231.0185546875,13
14,3976.66162109375,9231.0185546875,14
15,3976.659912109375,9231.0185546875,15
16,3976.658447265625,9231.0185546875,16
17,3976.656982421875,9231.01953125,17
18,3976.655517578125,9231.01953125,18
19,3976.654052734375,9231.01953125,19
20,3976.65234375,9231.01953125,20
21,3976.65087890625,9231.0185546875,21
22,3976.649658203125,9231.0185546875,22
23,3976.648193359375,9231.01953125,23
24,3976.646728515625,9231.01953125,24
25,3976.64501953125,9231.0185546875,25
26,3976.643310546875,9231.0185546875,26
27,3976.64208984375,9231.0185546875,27
28,3976.640625,9231.0185546875,28
29,3976.638671875,9231.0185546875,29
30,3976.63720703125,9231.0185546875,30
31,3976.63525390625,9231.0185546875,31
32,3976.634033203125,9231.0185546875,32
33,3976.63232421875,9231.0185546875,33
34,3976.631103515625,9231.01953125,34
35,3976.62939453125,9231.01953125,35
36,3976.627685546875,9231.01953125,36
37,3976.626220703125,9231.01953125,37
38,3976.62451171875,9231.01953125,38
39,3976.622314453125,9231.01953125,39
40,3976.621337890625,9231.01953125,40
41,3976.619384765625,9231.01953125,41
42,3976.617919921875,9231.01953125,42
43,3976.615966796875,9231.01953125,43
44,3976.614501953125,9231.01953125,44
45,3976.612548828125,9231.01953125,45
46,3976.611328125,9231.01953125,46
47,3976.609619140625,9231.0185546875,47
48,3976.607666015625,9231.0185546875,48
49,3976.60595703125,9231.0185546875,49
50,3976.604248046875,9231.0185546875,50
51,3976.6025390625,9231.0185546875,51
52,3976.60107421875,9231.0185546875,52
53,3976.5986328125,9231.0185546875,53
54,3976.59765625,9231.0185546875,54
55,3976.595703125,9231.0185546875,55
56,3976.593994140625,9231.01953125,56
57,3976.591796875,9231.01953125,57
58,3976.590087890625,9231.0185546875,58
59,3976.588134765625,9231.0185546875,59
60,3976.58642578125,9231.0185546875,60
61,3976.584716796875,9231.0185546875,61
62,3976.5830078125,9231.0185546875,62
63,3976.581298828125,9231.0185546875,63
64,3976.57958984375,9231.0185546875,64
65,3976.57763671875,9231.0185546875,65
66,3976.575927734375,9231.0185546875,66
67,3976.57421875,9231.0185546875,67
68,3976.572509765625,9231.0185546875,68
69,3976.5703125,9231.0185546875,69
70,3976.568603515625,9231.017578125,70
71,3976.566162109375,9231.017578125,71
72,3976.564697265625,9231.017578125,72
73,3976.562744140625,9231.017578125,73
74,3976.56103515625,9231.017578125,74
75,3976.559326171875,9231.0166015625,75
76,3976.557373046875,9231.017578125,76
77,3976.55517578125,9231.0185546875,77
78,3976.552978515625,9231.01953125,78
79,3976.55126953125,9231.01953125,79
80,3976.549560546875,9231.0185546875,80
81,3976.547119140625,9231.0185546875,81
82,3976.545654296875,9231.0185546875,82
83,3976.54345703125,9231.0185546875,83
84,3976.541259765625,9231.0185546875,84
85,3976.5400390625,9231.0185546875,85
86,3976.53759765625,9231.0185546875,86
87,3976.535888671875,9231.0166015625,87
88,3976.5341796875,9231.0166015625,88
89,3976.531982421875,9231.0166015625,89
90,3976.530029296875,9231.0166015625,90
91,3976.528076171875,9231.017578125,91
92,3976.525634765625,9231.0166015625,92
93,3976.52392578125,9231.0166015625,93
94,3976.522216796875,9231.0166015625,94
95,3976.519775390625,9231.0166015625,95
96,3976.517578125,9231.0166015625,96
97,3976.515625,9231.0166015625,97
98,3976.513671875,9231.0166015625,98
99,3976.51171875,9231.0166015625,99
100,3976.509521484375,9231.0166015625,100
101,3976.5078125,9231.0166015625,101
102,3976.505615234375,9231.0166015625,102
103,3976.503662109375,9231.0166015625,103
104,3976.50146484375,9231.015625,104
105,3976.4990234375,9231.015625,105
106,3976.497314453125,9231.015625,106
107,3976.495361328125,9231.015625,107
108,3976.493408203125,9231.015625,108
109,3976.490966796875,9231.015625,109
110,3976.48876953125,9231.0146484375,110
111,3976.48681640625,9231.0146484375,111
112,3976.485107421875,9231.0146484375,112
113,3976.482666015625,9231.0146484375,113
114,3976.480712890625,9231.0146484375,114
115,3976.478271484375,9231.0146484375,115
116,3976.476318359375,9231.013671875,116
117,3976.474365234375,9231.013671875,117
118,3976.471923828125,9231.013671875,118
119,3976.4697265625,9231.013671875,119
120,3976.467529296875,9231.013671875,120
121,3976.466064453125,9231.013671875,121
122,3976.46337890625,9231.0126953125,122
123,3976.461181640625,9231.0126953125,123
124,3976.45947265625,9231.0126953125,124
125,3976.457275390625,9231.0126953125,125
126,3976.454833984375,9231.0126953125,126
127,3976.45263671875,9231.01171875,127
128,3976.45068359375,9231.01171875,128
129,3976.4482421875,9231.01171875,129
130,3976.446044921875,9231.01171875,130
131,3976.444091796875,9231.01171875,131
132,3976.44189453125,9231.0107421875,132
133,3976.439208984375,9231.0107421875,133
134,3976.437255859375,9231.0107421875,134
135,3976.434814453125,9231.0107421875,135
136,3976.4326171875,9231.0087890625,136
137,3976.430419921875,9231.0087890625,137
138,3976.428466796875,9231.0087890625,138
139,3976.42626953125,9231.0087890625,139
140,3976.423828125,9231.0087890625,140
141,3976.421875,9231.0078125,141
142,3976.4189453125,9231.0078125,142
143,3976.4169921875,9231.0078125,143
144,3976.4150390625,9231.0078125,144
145,3976.412353515625,9231.0068359375,145
146,3976.41064453125,9231.0068359375,146
147,3976.408203125,9231.0068359375,147
148,3976.40576171875,9231.0068359375,148
149,3976.403564453125,9231.005859375,149
150,3976.4013671875,9231.0068359375,150
151,3976.398681640625,9231.0068359375,151
152,3976.396728515625,9231.005859375,152
153,3976.394287109375,9231.005859375,153
154,3976.391845703125,9231.005859375,154
155,3976.38916015625,9231.005859375,155
156,3976.386962890625,9231.0048828125,156
157,3976.385009765625,9231.0048828125,157
158,3976.38232421875,9231.0048828125,158
159,3976.380615234375,9231.0048828125,159
160,3976.3779296875,9231.0029296875,160
161,3976.3759765625,9231.0029296875,161
162,3976.373291015625,9231.0029296875,162
163,3976.37109375,9231.0029296875,163
164,3976.36865234375,9231.001953125,164
165,3976.366455078125,9231.001953125,165
166,3976.36376953125,9231.0009765625,166
167,3976.36181640625,9231.0,167
168,3976.358642578125,9231.0,168
169,3976.356689453125,9231.0,169
170,3976.3544921875,9231.0,170
171,3976.351806640625,9230.9990234375,171
172,3976.349853515625,9230.9990234375,172
173,3976.347412109375,9230.998046875,173
174,3976.3447265625,9230.9970703125,174
175,3976.342529296875,9230.9970703125,175
176,3976.340087890625,9230.9970703125,176
177,3976.337890625,9230.9970703125,177
178,3976.335693359375,9230.9951171875,178
179,3976.3330078125,9230.9951171875,179
180,3976.33056640625,9230.9951171875,180
181,3976.328125,9230.994140625,181
182,3976.325439453125,9230.994140625,182
183,3976.322998046875,9230.9951171875,183
184,3976.32080078125,9230.994140625,184
185,3976.318115234375,9230.994140625,185
186,3976.315673828125,9230.994140625,186
187,3976.31298828125,9230.9921875,187
188,3976.310791015625,9230.9921875,188
189,3976.30859375,9230.9921875,189
190,3976.305908203125,9230.9912109375,190
191,3976.3037109375,9230.9912109375,191
192,3976.301025390625,9230.9912109375,192
193,3976.298828125,9230.990234375,193
194,3976.2958984375,9230.990234375,194
195,3976.29345703125,9230.990234375,195
196,3976.291015625,9230.990234375,196
197,3976.288818359375,9230.98828125,197
198,3976.285888671875,9230.98828125,198
199,3976.283447265625,9230.98828125,199
200,3976.281005859375,9230.9873046875,200
201,3976.278564453125,9230.986328125,201
202,3976.27587890625,9230.9853515625,202
203,3976.2734375,9230.9853515625,203
204,3976.270751953125,9230.9853515625,204
205,3976.268310546875,9230.984375,205
206,3976.265625,9230.984375,206
207,3976.26318359375,9230.984375,207
208,3976.260498046875,9230.9814453125,208
209,3976.258056640625,9230.9814453125,209
210,3976.256103515625,9230.9814453125,210
211,3976.2529296875,9230.98046875,211
212,3976.25048828125,9230.98046875,212
213,3976.248291015625,9230.98046875,213
214,3976.245361328125,9230.9794921875,214
215,3976.24267578125,9230.98046875,215
216,3976.240234375,9230.98046875,216
217,3976.238037109375,9230.9794921875,217
218,3976.23486328125,9230.9794921875,218
219,3976.232421875,9230.9775390625,219
220,3976.230224609375,9230.9775390625,220
221,3976.2275390625,9230.9775390625,221
222,3976.224853515625,9230.9765625,222
223,3976.221923828125,9230.9765625,223
224,3976.219482421875,9230.9765625,224
225,3976.216796875,9230.974609375,225
226,3976.21435546875,9230.974609375,226
227,3976.211669921875,9230.974609375,227
228,3976.208984375,9230.9736328125,228
229,3976.20654296875,9230.97265625,229
230,3976.203857421875,9230.9716796875,230
231,3976.201171875,9230.9716796875,231
232,3976.1982421875,9230.9716796875,232
233,3976.19580078125,9230.970703125,233
234,3976.193115234375,9230.9697265625,234
235,3976.190673828125,9230.9697265625,235
236,3976.187744140625,9230.9677734375,236
237,3976.184814453125,9230.9677734375,237
238,3976.1826171875,9230.966796875,238
239,3976.18017578125,9230.966796875,239
240,3976.17724609375,9230.9658203125,240
241,3976.174560546875,9230.9658203125,241
242,3976.171875,9230.9658203125,242
243,3976.169189453125,9230.9638671875,243
244,3976.1669921875,9230.9638671875,244
245,3976.163818359375,9230.9638671875,245
246,3976.160888671875,9230.9638671875,246
247,3976.158447265625,9230.9638671875,247
248,3976.155517578125,9230.9609375,248
249,3976.153076171875,9230.9609375,249
250,3976.150390625,9230.9599609375,250
251,3976.14794921875,9230.9599609375,251
252,3976.144775390625,9230.9599609375,252
253,3976.142333984375,9230.9580078125,253
254,3976.13916015625,9230.9580078125,254
255,3976.13671875,9230.95703125,255
256,3976.1337890625,9230.95703125,256
257,3976.13134765625,9230.9560546875,257
258,3976.12841796875,9230.9560546875,258
259,3976.1259765625,9230.955078125,259
260,3976.123291015625,9230.953125,260
261,3976.120361328125,9230.953125,261
262,3976.11767578125,9230.9521484375,262
263,3976.11474609375,9230.9521484375,263
264,3976.11181640625,9230.951171875,264
265,3976.109130859375,9230.9501953125,265
266,3976.1064453125,9230.94921875,266
267,3976.103515625,9230.94921875,267
268,3976.10107421875,9230.947265625,268
269,3976.097900390625,9230.947265625,269
270,3976.095703125,9230.947265625,270
271,3976.093017578125,9230.9462890625,271
272,3976.090087890625,9230.9462890625,272
273,3976.087158203125,9230.9453125,273
274,3976.084228515625,9230.9453125,274
275,3976.081298828125,9230.943359375,275
276,3976.078125,9230.943359375,276
277,3976.07568359375,9230.9423828125,277
278,3976.072998046875,9230.9423828125,278
279,3976.0703125,9230.9404296875,279
280,3976.0673828125,9230.9404296875,280
281,3976.064453125,9230.939453125,281
282,3976.06201171875,9230.9384765625,282
283,3976.05908203125,9230.9384765625,283
284,3976.055908203125,9230.9365234375,284
285,3976.053466796875,9230.9365234375,285
286,3976.05078125,9230.935546875,286
287,3976.0478515625,9230.9345703125,287
288,3976.045166015625,9230.9345703125,288
289,3976.0419921875,9230.9326171875,289
290,3976.0390625,9230.931640625,290
291,3976.035888671875,9230.931640625,291
292,3976.033447265625,9230.9306640625,292
293,3976.030517578125,9230.9296875,293
294,3976.027587890625,9230.9287109375,294
295,3976.02490234375,9230.9287109375,295
296,3976.021728515625,9230.927734375,296
297,3976.01904296875,9230.927734375,297
298,3976.016357421875,9230.92578125,298
299,3976.01318359375,9230.9248046875,299
300,3976.01025390625,9230.9248046875,300
301,3976.00732421875,9230.923828125,301
302,3976.0048828125,9230.9228515625,302
303,3976.001708984375,9230.921875,303
304,3975.998779296875,9230.9228515625,304
305,3975.995361328125,9230.921875,305
306,3975.9931640625,9230.9208984375,306
307,3975.989990234375,9230.919921875,307
308,3975.987060546875,9230.9189453125,308
309,3975.984130859375,9230.91796875,309
310,3975.981201171875,9230.9169921875,310
311,3975.978271484375,9230.9169921875,311
312,3975.975341796875,9230.9150390625,312
313,3975.972412109375,9230.9150390625,313
314,3975.969482421875,9230.9140625,314
315,3975.966796875,9230.9140625,315
316,3975.96337890625,9230.912109375,316
317,3975.960693359375,9230.912109375,317
318,3975.957763671875,9230.91015625,318
319,3975.95458984375,9230.91015625,319
320,3975.951416015625,9230.908203125,320
321,3975.948974609375,9230.908203125,321
322,3975.945556640625,9230.9072265625,322
323,3975.94287109375,9230.9072265625,323
324,3975.939697265625,9230.9052734375,324
325,3975.937255859375,9230.904296875,325
326,3975.933837890625,9230.9033203125,326
327,3975.9306640625,9230.90234375,327
328,3975.927734375,9230.90234375,328
329,3975.92529296875,9230.900390625,329
330,3975.921875,9230.900390625,330
331,3975.919189453125,9230.900390625,331
332,3975.916015625,9230.8994140625,332
333,3975.912841796875,9230.8984375,333
334,3975.909912109375,9230.8974609375,334
335,3975.9072265625,9230.896484375,335
336,3975.904052734375,9230.8955078125,336
337,3975.900634765625,9230.89453125,337
338,3975.8974609375,9230.8935546875,338
339,3975.89501953125,9230.8935546875,339
340,3975.891845703125,9230.8916015625,340
341,3975.888671875,9230.890625,341
342,3975.8857421875,9230.8896484375,342
343,3975.8828125,9230.8896484375,343
344,3975.879638671875,9230.888671875,344
345,3975.876708984375,9230.8876953125,345
346,3975.873291015625,9230.88671875,346
347,3975.870361328125,9230.884765625,347
348,3975.86767578125,9230.884765625,348
349,3975.86474609375,9230.8828125,349
350,3975.861328125,9230.8828125,350
351,3975.8583984375,9230.8818359375,351
352,3975.855712890625,9230.880859375,352
353,3975.85205078125,9230.8798828125,353
354,3975.849365234375,9230.8779296875,354
355,3975.845947265625,9230.876953125,355
356,3975.843017578125,9230.876953125,356
357,3975.83984375,9230.8759765625,357
358,3975.836669921875,9230.8759765625,358
359,3975.833740234375,9230.8759765625,359
360,3975.83056640625,9230.8740234375,360
361,3975.82763671875,9230.873046875,361
362,3975.82421875,9230.8720703125,362
