,loss,val_loss,epoch
0,43037.16796875,108869.453125,0
1,42235.97265625,106706.8203125,1
2,41717.7109375,105063.28125,2
3,41301.1796875,103661.671875,3
4,40944.140625,102483.7890625,4
5,40628.2109375,101419.9609375,5
6,40344.16015625,100455.8203125,6
7,40081.20703125,99553.2578125,7
8,39835.6328125,98711.453125,8
9,39605.0078125,97920.765625,9
10,39387.92578125,97159.796875,10
11,39181.08203125,96442.7265625,11
12,38983.62109375,95776.3828125,12
13,38796.5078125,95132.2578125,13
14,38615.10546875,94504.484375,14
15,38441.66015625,93914.4609375,15
16,38274.38671875,93343.8125,16
17,38111.171875,92792.6015625,17
18,37954.25390625,92254.2734375,18
19,37801.1953125,91740.765625,19
20,37653.69140625,91240.40625,20
21,37510.1640625,90759.3828125,21
22,37370.25,90280.5078125,22
23,37233.2421875,89818.59375,23
24,37099.34375,89370.0234375,24
25,36969.15625,88932.046875,25
26,36842.89453125,88503.546875,26
27,36717.78125,88084.5234375,27
28,36596.1796875,87680.015625,28
29,36476.26171875,87278.4921875,29
30,36358.828125,86881.1484375,30
31,36243.78515625,86493.6484375,31
32,36130.203125,86118.7734375,32
33,36019.44921875,85742.0703125,33
34,35910.2265625,85376.9921875,34
35,35802.90234375,85008.421875,35
36,35695.68359375,84651.421875,36
37,35591.64453125,84296.8515625,37
38,35487.96484375,83950.8984375,38
39,35386.39453125,83608.0078125,39
40,35286.5234375,83272.90625,40
41,35187.94921875,82943.7109375,41
42,35091.515625,82616.671875,42
43,34995.6171875,82297.5078125,43
44,34901.34765625,81986.015625,44
45,34808.3515625,81673.4921875,45
46,34715.9296875,81367.2890625,46
47,34625.4921875,81065.3125,47
48,34535.8828125,80768.8828125,48
49,34447.67578125,80475.1640625,49
50,34359.9765625,80186.5546875,50
51,34274.07421875,79900.890625,51
52,34188.35546875,79621.421875,52
53,34104.1328125,79347.65625,53
54,34020.76171875,79071.515625,54
55,33938.1796875,78800.1171875,55
56,33856.8515625,78531.9296875,56
57,33776.0390625,78267.3359375,57
58,33696.4140625,78006.015625,58
59,33617.66015625,77744.9609375,59
60,33539.2578125,77484.1640625,60
61,33461.37109375,77230.125,61
62,33384.6875,76982.1015625,62
63,33308.859375,76731.9296875,63
64,33234.1484375,76483.1328125,64
65,33158.76953125,76236.203125,65
66,33084.625,75990.78125,66
67,33010.703125,75747.5390625,67
68,32937.68359375,75510.4296875,68
69,32865.85546875,75273.8359375,69
70,32794.29296875,75040.140625,70
71,32723.490234375,74811.484375,71
72,32653.943359375,74579.953125,72
73,32583.65234375,74351.0390625,73
74,32514.59375,74127.0,74
75,32446.443359375,73902.3828125,75
76,32378.11328125,73682.2421875,76
77,32311.294921875,73460.6875,77
78,32243.94140625,73241.296875,78
79,32177.53125,73026.171875,79
80,32111.671875,72809.875,80
81,32046.2578125,72598.1328125,81
82,31981.435546875,72387.4921875,82
83,31917.775390625,72179.328125,83
84,31853.47265625,71971.8671875,84
85,31790.259765625,71765.578125,85
86,31727.13671875,71562.5625,86
87,31665.03125,71361.8828125,87
88,31603.580078125,71155.6640625,88
89,31540.91015625,70956.3828125,89
90,31479.74609375,70759.640625,90
91,31419.359375,70564.484375,91
92,31359.0546875,70367.328125,92
93,31298.904296875,70177.4921875,93
94,31239.9140625,69985.21875,94
95,31180.9140625,69794.8671875,95
96,31121.97265625,69606.078125,96
97,31063.919921875,69419.078125,97
98,31006.0703125,69235.046875,98
99,30948.775390625,69044.4609375,99
100,30891.09375,68862.109375,100
101,30834.123046875,68681.171875,101
102,30777.94140625,68498.9765625,102
103,30721.9609375,68321.9296875,103
104,30666.345703125,68144.703125,104
105,30611.251953125,67969.8125,105
106,30556.205078125,67790.5546875,106
107,30501.2578125,67615.828125,107
108,30446.958984375,67443.84375,108
109,30392.900390625,67268.796875,109
110,30339.0390625,67098.953125,110
111,30285.677734375,66926.9765625,111
112,30232.341796875,66754.7265625,112
113,30179.58984375,66588.9375,113
114,30126.91796875,66420.59375,114
115,30074.443359375,66255.203125,115
116,30022.921875,66091.09375,116
117,29971.3203125,65927.515625,117
118,29919.67578125,65765.9375,118
119,29868.837890625,65602.828125,119
120,29817.802734375,65441.57421875,120
121,29767.3671875,65282.58984375,121
122,29717.271484375,65125.08203125,122
123,29667.396484375,64963.3515625,123
124,29617.107421875,64805.3359375,124
125,29567.609375,64647.24609375,125
126,29518.298828125,64492.0,126
127,29469.380859375,64338.34375,127
128,29420.796875,64184.98828125,128
129,29372.556640625,64031.52734375,129
130,29323.837890625,63876.35546875,130
131,29275.623046875,63721.8359375,131
132,29227.54296875,63572.44140625,132
133,29180.109375,63420.4921875,133
134,29132.517578125,63270.5234375,134
135,29085.447265625,63121.14453125,135
136,29038.720703125,62970.5546875,136
137,28991.53515625,62823.58203125,137
138,28944.822265625,62676.9765625,138
139,28898.650390625,62533.53515625,139
140,28852.833984375,62388.53125,140
141,28807.10546875,62242.6015625,141
142,28761.45703125,62101.5546875,142
143,28716.578125,61961.43359375,143
144,28671.369140625,61820.2890625,144
145,28626.359375,61680.22265625,145
146,28581.900390625,61541.42578125,146
147,28537.87890625,61401.15625,147
148,28493.10546875,61262.36328125,148
149,28449.138671875,61126.2890625,149
150,28405.80859375,60990.02734375,150
151,28361.904296875,60854.89453125,151
152,28318.537109375,60716.51953125,152
153,28274.85546875,60581.390625,153
154,28231.861328125,60446.82421875,154
155,28188.662109375,60313.05078125,155
156,28146.123046875,60181.76953125,156
157,28103.646484375,60050.0078125,157
158,28061.53125,59918.5625,158
159,28019.40234375,59787.18359375,159
160,27977.478515625,59657.41015625,160
161,27935.740234375,59529.07421875,161
162,27894.150390625,59398.9921875,162
163,27852.5546875,59268.50390625,163
164,27811.09765625,59141.0078125,164
165,27769.794921875,59012.03125,165
166,27728.78125,58886.9453125,166
167,27688.248046875,58761.69921875,167
168,27647.521484375,58634.03515625,168
169,27607.13671875,58509.39453125,169
170,27566.607421875,58383.73828125,170
171,27526.390625,58257.98828125,171
172,27486.052734375,58134.0,172
173,27446.39453125,58011.6484375,173
174,27406.734375,57887.3046875,174
175,27366.8515625,57764.87109375,175
176,27327.392578125,57641.91015625,176
177,27287.890625,57519.140625,177
178,27248.61328125,57399.27734375,178
179,27209.787109375,57279.6015625,179
180,27171.275390625,57159.2265625,180
181,27132.259765625,57039.03515625,181
182,27093.677734375,56920.86328125,182
183,27055.666015625,56803.8125,183
184,27017.376953125,56685.44140625,184
185,26979.392578125,56571.84375,185
186,26941.64453125,56454.97265625,186
187,26903.982421875,56338.76171875,187
188,26866.484375,56224.08203125,188
189,26828.78125,56109.15625,189
190,26791.61328125,55993.58984375,190
191,26754.21484375,55878.34375,191
192,26716.900390625,55763.58203125,192
193,26680.02734375,55649.0,193
194,26643.109375,55535.06640625,194
195,26606.201171875,55422.91796875,195
196,26569.50390625,55309.51953125,196
197,26533.01171875,55197.3359375,197
198,26496.74609375,55087.83203125,198
199,26460.59375,54976.05078125,199
200,26424.3203125,54867.86328125,200
201,26388.71484375,54760.2109375,201
202,26353.2265625,54650.47265625,202
203,26317.310546875,54542.26171875,203
204,26281.59375,54434.24609375,204
205,26246.294921875,54326.61328125,205
206,26210.771484375,54218.76953125,206
207,26175.59765625,54112.3359375,207
208,26140.62109375,54007.453125,208
209,26105.873046875,53901.73828125,209
210,26071.068359375,53794.9140625,210
211,26036.4609375,53692.1171875,211
212,26001.865234375,53587.76171875,212
213,25967.419921875,53484.5390625,213
214,25933.17578125,53379.76953125,214
215,25898.8671875,53277.11328125,215
216,25864.7890625,53174.39453125,216
217,25830.83984375,53070.82421875,217
218,25796.9609375,52966.07421875,218
219,25762.900390625,52864.93359375,219
220,25729.28125,52762.37890625,220
221,25695.6484375,52661.15625,221
222,25662.2265625,52559.69921875,222
223,25628.693359375,52458.546875,223
224,25595.359375,52359.1875,224
225,25562.50390625,52257.6015625,225
226,25529.21484375,52157.19140625,226
227,25496.099609375,52058.7578125,227
228,25463.234375,51961.23046875,228
229,25430.564453125,51862.30078125,229
230,25397.951171875,51764.03515625,230
231,25365.294921875,51667.41015625,231
232,25332.97265625,51568.86328125,232
233,25300.58203125,51469.91796875,233
234,25268.013671875,51372.80078125,234
235,25235.845703125,51274.92578125,235
236,25203.666015625,51178.5,236
237,25171.845703125,51082.87890625,237
238,25139.94140625,50987.61328125,238
239,25108.146484375,50892.07421875,239
240,25076.451171875,50798.36328125,240
241,25045.029296875,50703.12890625,241
242,25013.474609375,50610.80078125,242
243,24982.201171875,50515.30078125,243
244,24950.875,50420.171875,244
245,24919.40625,50326.1015625,245
246,24888.125,50231.3984375,246
247,24856.978515625,50136.87109375,247
248,24825.947265625,50046.26171875,248
249,24795.369140625,49953.2265625,249
250,24764.52734375,49859.62890625,250
251,24733.654296875,49768.69921875,251
252,24703.12109375,49677.640625,252
253,24672.703125,49585.30078125,253
254,24642.166015625,49495.36328125,254
255,24611.916015625,49406.1015625,255
256,24582.091796875,49317.51171875,256
257,24551.900390625,49226.24609375,257
258,24521.6484375,49136.91015625,258
259,24491.794921875,49047.65625,259
260,24461.845703125,48958.02734375,260
261,24432.16015625,48868.80078125,261
262,24402.365234375,48778.64453125,262
263,24372.48828125,48691.4921875,263
264,24343.0625,48602.8359375,264
265,24313.46875,48513.890625,265
266,24283.9765625,48425.390625,266
267,24254.580078125,48338.37109375,267
268,24225.099609375,48251.3046875,268
269,24195.943359375,48164.1484375,269
270,24166.794921875,48077.91796875,270
271,24137.853515625,47991.69140625,271
272,24108.830078125,47904.96484375,272
273,24079.97265625,47819.27734375,273
274,24051.091796875,47734.7109375,274
275,24022.724609375,47649.9453125,275
276,23993.9765625,47565.24609375,276
277,23965.564453125,47481.42578125,277
278,23937.294921875,47398.25390625,278
279,23908.8203125,47314.58203125,279
280,23880.53515625,47231.65625,280
281,23852.669921875,47148.47265625,281
282,23824.3359375,47064.48046875,282
283,23796.267578125,46980.6640625,283
284,23768.107421875,46898.3984375,284
285,23740.138671875,46815.58203125,285
286,23712.2265625,46734.1328125,286
287,23684.556640625,46653.0078125,287
288,23656.83984375,46572.89453125,288
289,23629.509765625,46490.703125,289
290,23601.73046875,46411.87890625,290
291,23574.41015625,46330.390625,291
292,23546.9609375,46250.73828125,292
293,23519.59375,46170.68359375,293
294,23492.376953125,46091.453125,294
295,23465.322265625,46011.02734375,295
296,23438.037109375,45931.3125,296
297,23410.96484375,45851.7734375,297
298,23384.03125,45774.08203125,298
299,23357.296875,45693.12890625,299
300,23330.158203125,45614.6640625,300
301,23303.26953125,45535.6640625,301
302,23276.53515625,45457.15625,302
303,23249.845703125,45379.13671875,303
304,23223.228515625,45301.4765625,304
305,23196.69921875,45224.4375,305
306,23170.447265625,45147.78125,306
307,23144.03515625,45069.7265625,307
308,23117.5703125,44992.83203125,308
309,23091.529296875,44916.03515625,309
310,23065.298828125,44839.07421875,310
311,23038.982421875,44763.62890625,311
312,23012.99609375,44688.7890625,312
313,22987.26953125,44613.58203125,313
314,22961.279296875,44538.6640625,314
315,22935.45703125,44462.36328125,315
316,22909.34765625,44386.91015625,316
317,22883.666015625,44313.02734375,317
318,22858.078125,44238.2734375,318
319,22832.521484375,44165.02734375,319
320,22807.224609375,44090.09375,320
321,22781.388671875,44017.69921875,321
322,22755.935546875,43943.0390625,322
323,22730.607421875,43869.58203125,323
324,22705.451171875,43797.01171875,324
325,22680.201171875,43724.7578125,325
326,22654.916015625,43652.5625,326
327,22629.880859375,43579.890625,327
328,22604.82421875,43508.10546875,328
329,22579.8359375,43435.57421875,329
330,22554.86328125,43362.3828125,330
331,22529.875,43290.5859375,331
332,22504.9609375,43219.17578125,332
