,loss,val_loss,epoch
0,11004.7421875,25200.3046875,0
1,11004.734375,25200.3046875,1
2,11004.7275390625,25200.306640625,2
3,11004.7216796875,25200.30859375,3
4,11004.7138671875,25200.30859375,4
5,11004.70703125,25200.310546875,5
6,11004.69921875,25200.310546875,6
7,11004.6904296875,25200.314453125,7
8,11004.6845703125,25200.31640625,8
9,11004.677734375,25200.318359375,9
10,11004.6689453125,25200.318359375,10
11,11004.6611328125,25200.318359375,11
12,11004.654296875,25200.3203125,12
13,11004.646484375,25200.322265625,13
14,11004.6396484375,25200.322265625,14
15,11004.6318359375,25200.322265625,15
16,11004.625,25200.32421875,16
17,11004.6171875,25200.32421875,17
18,11004.609375,25200.328125,18
19,11004.6015625,25200.328125,19
20,11004.5927734375,25200.33203125,20
21,11004.5849609375,25200.33203125,21
22,11004.5771484375,25200.33203125,22
23,11004.568359375,25200.333984375,23
24,11004.560546875,25200.333984375,24
25,11004.55078125,25200.3359375,25
26,11004.5458984375,25200.3359375,26
27,11004.5361328125,25200.341796875,27
28,11004.52734375,25200.341796875,28
29,11004.51953125,25200.341796875,29
30,11004.51171875,25200.34375,30
31,11004.5029296875,25200.34375,31
32,11004.4951171875,25200.345703125,32
33,11004.486328125,25200.345703125,33
34,11004.478515625,25200.345703125,34
35,11004.4697265625,25200.34765625,35
36,11004.4599609375,25200.34765625,36
37,11004.4521484375,25200.349609375,37
38,11004.4443359375,25200.3515625,38
39,11004.435546875,25200.35546875,39
40,11004.427734375,25200.35546875,40
41,11004.4169921875,25200.35546875,41
42,11004.408203125,25200.35546875,42
43,11004.3984375,25200.357421875,43
44,11004.390625,25200.357421875,44
45,11004.3818359375,25200.359375,45
46,11004.373046875,25200.359375,46
47,11004.365234375,25200.359375,47
48,11004.3544921875,25200.361328125,48
49,11004.3466796875,25200.359375,49
50,11004.337890625,25200.361328125,50
51,11004.3271484375,25200.361328125,51
52,11004.3203125,25200.361328125,52
53,11004.3115234375,25200.36328125,53
54,11004.30078125,25200.36328125,54
55,11004.29296875,25200.36328125,55
56,11004.283203125,25200.36328125,56
57,11004.2734375,25200.369140625,57
58,11004.263671875,25200.369140625,58
59,11004.2548828125,25200.369140625,59
60,11004.2451171875,25200.369140625,60
61,11004.236328125,25200.369140625,61
62,11004.2265625,25200.37109375,62
63,11004.216796875,25200.37109375,63
64,11004.2080078125,25200.37109375,64
65,11004.197265625,25200.373046875,65
66,11004.189453125,25200.373046875,66
67,11004.1796875,25200.373046875,67
68,11004.1708984375,25200.373046875,68
69,11004.16015625,25200.375,69
70,11004.150390625,25200.373046875,70
71,11004.140625,25200.373046875,71
72,11004.130859375,25200.375,72
73,11004.1201171875,25200.375,73
74,11004.1123046875,25200.375,74
75,11004.1015625,25200.376953125,75
76,11004.0908203125,25200.376953125,76
77,11004.08203125,25200.376953125,77
78,11004.072265625,25200.375,78
79,11004.0615234375,25200.376953125,79
80,11004.052734375,25200.376953125,80
81,11004.041015625,25200.376953125,81
82,11004.0322265625,25200.376953125,82
83,11004.021484375,25200.375,83
84,11004.01171875,25200.376953125,84
85,11004.0009765625,25200.376953125,85
86,11003.9912109375,25200.376953125,86
87,11003.9814453125,25200.37890625,87
88,11003.9716796875,25200.376953125,88
89,11003.9609375,25200.37890625,89
90,11003.9501953125,25200.376953125,90
91,11003.939453125,25200.376953125,91
92,11003.9296875,25200.376953125,92
93,11003.9189453125,25200.37890625,93
94,11003.9091796875,25200.37890625,94
95,11003.8984375,25200.37890625,95
96,11003.888671875,25200.37890625,96
97,11003.8779296875,25200.37890625,97
98,11003.8671875,25200.380859375,98
99,11003.8583984375,25200.380859375,99
